id_respon,timestamp,layanan,komentar_teks,id_pengisian,urut_komentar,label_manual,teks_casefold,tokens,tokens_nostop,tokens_stem,teks_bersih
116-03,05/02/2026 16:26:06,WiFi Kampus,Kadang ngelag atau titik akses penuh jadi wajar lah ya overall good 8/10,116,3,,kadang ngelag atau titik akses penuh jadi wajar lah ya overall good,"['kadang', 'ngelag', 'atau', 'titik', 'akses', 'penuh', 'jadi', 'wajar', 'lah', 'ya', 'overall', 'good']","['kadang', 'ngelag', 'titik', 'akses', 'penuh', 'jadi', 'wajar', 'ya', 'overall', 'good']","['kadang', 'ngelag', 'titik', 'akses', 'penuh', 'jadi', 'wajar', 'ya', 'overall', 'good']",kadang ngelag titik akses penuh jadi wajar ya overall good
116-04,05/02/2026 16:26:06,Helpdesk/Technical Support,Belum pernah pake tapi kedepannya mungkin kepake,116,4,,belum pernah pake tapi kedepannya mungkin kepake,"['belum', 'pernah', 'pake', 'tapi', 'kedepannya', 'mungkin', 'kepake']","['belum', 'pernah', 'pake', 'kedepannya', 'mungkin', 'kepake']","['belum', 'pernah', 'pake', 'kedepannya', 'mungkin', 'kepake']",belum pernah pake kedepannya mungkin kepake
116-05,05/02/2026 16:26:06,Saran Peningkatan,Fix website portal aja si kebanyakan error kadang mengganggu juga,116,5,,fix website portal aja si kebanyakan error kadang mengganggu juga,"['fix', 'website', 'portal', 'aja', 'si', 'kebanyakan', 'error', 'kadang', 'mengganggu', 'juga']","['fix', 'website', 'portal', 'aja', 'si', 'kebanyakan', 'error', 'kadang', 'mengganggu']","['fix', 'website', 'portal', 'aja', 'si', 'kebanyakan', 'error', 'kadang', 'mengganggu']",fix website portal aja si kebanyakan error kadang mengganggu
117-01,05/02/2026 16:58:26,Portal Akademik (WEB),Websitenya sudah bagus dan mudah di akses seperti login myclass. Tetapi terkadang suka lelet saat membuka website portal,117,1,,websitenya sudah bagus dan mudah di akses seperti login myclass tetapi terkadang suka lelet saat membuka website portal,"['websitenya', 'sudah', 'bagus', 'dan', 'mudah', 'di', 'akses', 'seperti', 'login', 'myclass', 'tetapi', 'terkadang', 'suka', 'lelet', 'saat', 'membuka', 'website', 'portal']","['websitenya', 'bagus', 'mudah', 'akses', 'login', 'myclass', 'terkadang', 'suka', 'lelet', 'saat', 'membuka', 'website', 'portal']","['websitenya', 'bagus', 'mudah', 'akses', 'login', 'myclass', 'terkadang', 'suka', 'lelet', 'saat', 'membuka', 'website', 'portal']",websitenya bagus mudah akses login myclass terkadang suka lelet saat membuka website portal
117-02,05/02/2026 16:58:26,MyClass UMSU,Myclass umsu sangat membantu saya untuk belajar karna bapak/ibu dosen sudah menyediakan materi di myclass.,117,2,,myclass umsu sangat membantu saya untuk belajar karna bapak ibu dosen sudah menyediakan materi di myclass,"['myclass', 'umsu', 'sangat', 'membantu', 'saya', 'untuk', 'belajar', 'karna', 'bapak', 'ibu', 'dosen', 'sudah', 'menyediakan', 'materi', 'di', 'myclass']","['myclass', 'umsu', 'membantu', 'belajar', 'karna', 'bapak', 'ibu', 'dosen', 'menyediakan', 'materi', 'myclass']","['myclass', 'umsu', 'membantu', 'belajar', 'karna', 'bapak', 'ibu', 'dosen', 'menyediakan', 'materi', 'myclass']",myclass umsu membantu belajar karna bapak ibu dosen menyediakan materi myclass
117-03,05/02/2026 16:58:26,WiFi Kampus,Karna saya di FKIP kadang Wifi-nya bisa di akses kadang tidak. Di lantai dua saya dapat mengakses wifi tetapi di lantai 3 tidak bisa,117,3,,karna saya di fkip kadang wifi nya bisa di akses kadang tidak di lantai dua saya dapat mengakses wifi tetapi di lantai tidak bisa,"['karna', 'saya', 'di', 'fkip', 'kadang', 'wifi', 'nya', 'bisa', 'di', 'akses', 'kadang', 'tidak', 'di', 'lantai', 'dua', 'saya', 'dapat', 'mengakses', 'wifi', 'tetapi', 'di', 'lantai', 'tidak', 'bisa']","['karna', 'fkip', 'kadang', 'wifi', 'akses', 'kadang', 'tidak', 'lantai', 'dua', 'mengakses', 'wifi', 'lantai', 'tidak']","['karna', 'fkip', 'kadang', 'wifi', 'akses', 'kadang', 'tidak', 'lantai', 'dua', 'mengakses', 'wifi', 'lantai', 'tidak']",karna fkip kadang wifi akses kadang tidak lantai dua mengakses wifi lantai tidak
117-04,05/02/2026 16:58:26,Helpdesk/Technical Support,Saya belum pernah menggunakan layanan ini. Tapi saya berharap layanan ini tetap dapat terus ada untuk membantu mahasiswa,117,4,,saya belum pernah menggunakan layanan ini tapi saya berharap layanan ini tetap dapat terus ada untuk membantu mahasiswa,"['saya', 'belum', 'pernah', 'menggunakan', 'layanan', 'ini', 'tapi', 'saya', 'berharap', 'layanan', 'ini', 'tetap', 'dapat', 'terus', 'ada', 'untuk', 'membantu', 'mahasiswa']","['belum', 'pernah', 'menggunakan', 'layanan', 'berharap', 'layanan', 'tetap', 'terus', 'ada', 'membantu', 'mahasiswa']","['belum', 'pernah', 'menggunakan', 'layanan', 'berharap', 'layanan', 'tetap', 'terus', 'ada', 'membantu', 'mahasiswa']",belum pernah menggunakan layanan berharap layanan tetap terus ada membantu mahasiswa
117-05,05/02/2026 16:58:26,Saran Peningkatan,Sudah bagus walaupun sering lelet. Semoga kedepannya dapat ditingkatkan lagi,117,5,,sudah bagus walaupun sering lelet semoga kedepannya dapat ditingkatkan lagi,"['sudah', 'bagus', 'walaupun', 'sering', 'lelet', 'semoga', 'kedepannya', 'dapat', 'ditingkatkan', 'lagi']","['bagus', 'sering', 'lelet', 'semoga', 'kedepannya', 'ditingkatkan']","['bagus', 'sering', 'lelet', 'semoga', 'kedepannya', 'ditingkatkan']",bagus sering lelet semoga kedepannya ditingkatkan
118-01,05/02/2026 17:37:48,Portal Akademik (WEB),tidak ada soalnya penggunaan nya gampang tapi kadang lelet tidak tau apakah itu lelet dari jaringan saya atau dari web nya sendiri,118,1,,tidak ada soalnya penggunaan nya gampang tapi kadang lelet tidak tau apakah itu lelet dari jaringan saya atau dari web nya sendiri,"['tidak', 'ada', 'soalnya', 'penggunaan', 'nya', 'gampang', 'tapi', 'kadang', 'lelet', 'tidak', 'tau', 'apakah', 'itu', 'lelet', 'dari', 'jaringan', 'saya', 'atau', 'dari', 'web', 'nya', 'sendiri']","['tidak', 'ada', 'soalnya', 'penggunaan', 'gampang', 'kadang', 'lelet', 'tidak', 'tau', 'apakah', 'lelet', 'jaringan', 'web', 'sendiri']","['tidak', 'ada', 'soalnya', 'penggunaan', 'gampang', 'kadang', 'lelet', 'tidak', 'tau', 'apakah', 'lelet', 'jaringan', 'web', 'sendiri']",tidak ada soalnya penggunaan gampang kadang lelet tidak tau apakah lelet jaringan web sendiri
118-02,05/02/2026 17:37:48,MyClass UMSU,mudah di gunakan,118,2,,mudah di gunakan,"['mudah', 'di', 'gunakan']","['mudah', 'gunakan']","['mudah', 'gunakan']",mudah gunakan
118-03,05/02/2026 17:37:48,WiFi Kampus,"agak lelet kayaknya karena terlalu ramai yang memakai
tapi kalau pagi lancar siang nya doang agak lelet",118,3,,agak lelet kayaknya karena terlalu ramai yang memakai tapi kalau pagi lancar siang nya doang agak lelet,"['agak', 'lelet', 'kayaknya', 'karena', 'terlalu', 'ramai', 'yang', 'memakai', 'tapi', 'kalau', 'pagi', 'lancar', 'siang', 'nya', 'doang', 'agak', 'lelet']","['agak', 'lelet', 'kayaknya', 'terlalu', 'ramai', 'memakai', 'kalau', 'pagi', 'lancar', 'siang', 'doang', 'agak', 'lelet']","['agak', 'lelet', 'kayaknya', 'terlalu', 'ramai', 'memakai', 'kalau', 'pagi', 'lancar', 'siang', 'doang', 'agak', 'lelet']",agak lelet kayaknya terlalu ramai memakai kalau pagi lancar siang doang agak lelet
118-04,05/02/2026 17:37:48,Helpdesk/Technical Support,"paten, bergerak cepat",118,4,,paten bergerak cepat,"['paten', 'bergerak', 'cepat']","['paten', 'bergerak', 'cepat']","['paten', 'bergerak', 'cepat']",paten bergerak cepat
118-05,05/02/2026 17:37:48,Saran Peningkatan,tidak ada karena sudah paten,118,5,,tidak ada karena sudah paten,"['tidak', 'ada', 'karena', 'sudah', 'paten']","['tidak', 'ada', 'paten']","['tidak', 'ada', 'paten']",tidak ada paten
119-01,05/02/2026 19:23:18,Portal Akademik (WEB),"Secara umum sebenarnya portal menggambar kebutuhan mahasiswa, tapi kendala loginnya sering forceclose jadi ngeselinkan",119,1,,secara umum sebenarnya portal menggambar kebutuhan mahasiswa tapi kendala loginnya sering forceclose jadi ngeselinkan,"['secara', 'umum', 'sebenarnya', 'portal', 'menggambar', 'kebutuhan', 'mahasiswa', 'tapi', 'kendala', 'loginnya', 'sering', 'forceclose', 'jadi', 'ngeselinkan']","['secara', 'umum', 'sebenarnya', 'portal', 'menggambar', 'kebutuhan', 'mahasiswa', 'kendala', 'loginnya', 'sering', 'forceclose', 'jadi', 'ngeselinkan']","['secara', 'umum', 'sebenarnya', 'portal', 'menggambar', 'kebutuhan', 'mahasiswa', 'kendala', 'loginnya', 'sering', 'forceclose', 'jadi', 'ngeselinkan']",secara umum sebenarnya portal menggambar kebutuhan mahasiswa kendala loginnya sering forceclose jadi ngeselinkan
119-02,05/02/2026 19:23:18,MyClass UMSU,"Yang buruk itu dosennya ga tau cara pake my class, kedua my class ini double absen bingung jadinya mau pake mana kan seharusnya adalah kebijakan dosen harus pake absen a atau b. Ketiga my class ini harus diliat sering sering baru tau tugas yang dikasih dosen harapan gw sih my class bisa tersambung ke Gmail ya biar kalo ada masuk langsung ke email",119,2,,yang buruk itu dosennya ga tau cara pake my class kedua my class ini double absen bingung jadinya mau pake mana kan seharusnya adalah kebijakan dosen harus pake absen a atau b ketiga my class ini harus diliat sering sering baru tau tugas yang dikasih dosen harapan gw sih my class bisa tersambung ke gmail ya biar kalo ada masuk langsung ke email,"['yang', 'buruk', 'itu', 'dosennya', 'ga', 'tau', 'cara', 'pake', 'my', 'class', 'kedua', 'my', 'class', 'ini', 'double', 'absen', 'bingung', 'jadinya', 'mau', 'pake', 'mana', 'kan', 'seharusnya', 'adalah', 'kebijakan', 'dosen', 'harus', 'pake', 'absen', 'atau', 'ketiga', 'my', 'class', 'ini', 'harus', 'diliat', 'sering', 'sering', 'baru', 'tau', 'tugas', 'yang', 'dikasih', 'dosen', 'harapan', 'gw', 'sih', 'my', 'class', 'bisa', 'tersambung', 'ke', 'gmail', 'ya', 'biar', 'kalo', 'ada', 'masuk', 'langsung', 'ke', 'email']","['buruk', 'dosennya', 'ga', 'tau', 'cara', 'pake', 'my', 'class', 'kedua', 'my', 'class', 'double', 'absen', 'bingung', 'jadinya', 'mau', 'pake', 'mana', 'kan', 'seharusnya', 'kebijakan', 'dosen', 'pake', 'absen', 'ketiga', 'my', 'class', 'diliat', 'sering', 'sering', 'baru', 'tau', 'tugas', 'dikasih', 'dosen', 'harapan', 'gw', 'sih', 'my', 'class', 'tersambung', 'gmail', 'ya', 'biar', 'kalo', 'ada', 'masuk', 'langsung', 'email']","['buruk', 'dosennya', 'ga', 'tau', 'cara', 'pake', 'my', 'class', 'kedua', 'my', 'class', 'double', 'absen', 'bingung', 'jadinya', 'mau', 'pake', 'mana', 'kan', 'seharusnya', 'kebijakan', 'dosen', 'pake', 'absen', 'ketiga', 'my', 'class', 'diliat', 'sering', 'sering', 'baru', 'tau', 'tugas', 'dikasih', 'dosen', 'harapan', 'gw', 'sih', 'my', 'class', 'tersambung', 'gmail', 'ya', 'biar', 'kalo', 'ada', 'masuk', 'langsung', 'email']",buruk dosennya ga tau cara pake my class kedua my class double absen bingung jadinya mau pake mana kan seharusnya kebijakan dosen pake absen ketiga my class diliat sering sering baru tau tugas dikasih dosen harapan gw sih my class tersambung gmail ya biar kalo ada masuk langsung email
119-03,05/02/2026 19:23:18,WiFi Kampus,"Wifi ada, but the problem kapasitas dari Wifi-nya kan. Thats annoying 😭",119,3,,wifi ada but the problem kapasitas dari wifi nya kan thats annoying,"['wifi', 'ada', 'but', 'the', 'problem', 'kapasitas', 'dari', 'wifi', 'nya', 'kan', 'thats', 'annoying']","['wifi', 'ada', 'but', 'the', 'problem', 'kapasitas', 'wifi', 'kan', 'thats', 'annoying']","['wifi', 'ada', 'but', 'the', 'problem', 'kapasitas', 'wifi', 'kan', 'thats', 'annoying']",wifi ada but the problem kapasitas wifi kan thats annoying
119-04,05/02/2026 19:23:18,Helpdesk/Technical Support,Responnya cepet sih,119,4,,responnya cepet sih,"['responnya', 'cepet', 'sih']","['responnya', 'cepet', 'sih']","['responnya', 'cepet', 'sih']",responnya cepet sih
119-05,05/02/2026 19:23:18,Saran Peningkatan,Harusnya admin fakultas ya gini juga responsifnya.,119,5,,harusnya admin fakultas ya gini juga responsifnya,"['harusnya', 'admin', 'fakultas', 'ya', 'gini', 'juga', 'responsifnya']","['harusnya', 'admin', 'fakultas', 'ya', 'gini', 'responsifnya']","['harusnya', 'admin', 'fakultas', 'ya', 'gini', 'responsifnya']",harusnya admin fakultas ya gini responsifnya
120-01,05/02/2026 20:04:23,Portal Akademik (WEB),terkadang ketika lagi ramai mahasiswa yg menggunakan portal menjadi lelet dan sering eror,120,1,,terkadang ketika lagi ramai mahasiswa yg menggunakan portal menjadi lelet dan sering eror,"['terkadang', 'ketika', 'lagi', 'ramai', 'mahasiswa', 'yg', 'menggunakan', 'portal', 'menjadi', 'lelet', 'dan', 'sering', 'eror']","['terkadang', 'ketika', 'ramai', 'mahasiswa', 'yg', 'menggunakan', 'portal', 'lelet', 'sering', 'eror']","['terkadang', 'ketika', 'ramai', 'mahasiswa', 'yg', 'menggunakan', 'portal', 'lelet', 'sering', 'eror']",terkadang ketika ramai mahasiswa yg menggunakan portal lelet sering eror
120-02,05/02/2026 20:04:23,MyClass UMSU,sejauh ini saya tidak pernah mengalami masalah di my class umsu,120,2,,sejauh ini saya tidak pernah mengalami masalah di my class umsu,"['sejauh', 'ini', 'saya', 'tidak', 'pernah', 'mengalami', 'masalah', 'di', 'my', 'class', 'umsu']","['sejauh', 'tidak', 'pernah', 'mengalami', 'masalah', 'my', 'class', 'umsu']","['sejauh', 'tidak', 'pernah', 'mengalami', 'masalah', 'my', 'class', 'umsu']",sejauh tidak pernah mengalami masalah my class umsu
120-03,05/02/2026 20:04:23,WiFi Kampus,di fisip sering sekali lelet dan ketika sudah terhudup sering kali terputus,120,3,,di fisip sering sekali lelet dan ketika sudah terhudup sering kali terputus,"['di', 'fisip', 'sering', 'sekali', 'lelet', 'dan', 'ketika', 'sudah', 'terhudup', 'sering', 'kali', 'terputus']","['fisip', 'sering', 'sekali', 'lelet', 'ketika', 'terhudup', 'sering', 'kali', 'terputus']","['fisip', 'sering', 'sekali', 'lelet', 'ketika', 'terhudup', 'sering', 'kali', 'terputus']",fisip sering sekali lelet ketika terhudup sering kali terputus
120-04,05/02/2026 20:04:23,Helpdesk/Technical Support,saya belum pernah menggunakannya,120,4,,saya belum pernah menggunakannya,"['saya', 'belum', 'pernah', 'menggunakannya']","['belum', 'pernah', 'menggunakannya']","['belum', 'pernah', 'menggunakannya']",belum pernah menggunakannya
120-05,05/02/2026 20:04:23,Saran Peningkatan,lebih baik saja kedepannya,120,5,,lebih baik saja kedepannya,"['lebih', 'baik', 'saja', 'kedepannya']","['baik', 'kedepannya']","['baik', 'kedepannya']",baik kedepannya
121-01,05/02/2026 20:28:20,Portal Akademik (WEB),"Pengalaman saya lumayan buruk, di bagian pembayaran uang kuliah yang di mana itu gak bisa langsung dari apk nya harus dari link google dulu dan di ubah dari situ, seandainya bisa langsung dari aplikasinya pasti lebih simpel dan mudah untuk setiap mahasiswa umsu",121,1,,pengalaman saya lumayan buruk di bagian pembayaran uang kuliah yang di mana itu gak bisa langsung dari apk nya harus dari link google dulu dan di ubah dari situ seandainya bisa langsung dari aplikasinya pasti lebih simpel dan mudah untuk setiap mahasiswa umsu,"['pengalaman', 'saya', 'lumayan', 'buruk', 'di', 'bagian', 'pembayaran', 'uang', 'kuliah', 'yang', 'di', 'mana', 'itu', 'gak', 'bisa', 'langsung', 'dari', 'apk', 'nya', 'harus', 'dari', 'link', 'google', 'dulu', 'dan', 'di', 'ubah', 'dari', 'situ', 'seandainya', 'bisa', 'langsung', 'dari', 'aplikasinya', 'pasti', 'lebih', 'simpel', 'dan', 'mudah', 'untuk', 'setiap', 'mahasiswa', 'umsu']","['pengalaman', 'lumayan', 'buruk', 'bagian', 'pembayaran', 'uang', 'kuliah', 'mana', 'gak', 'langsung', 'apk', 'link', 'google', 'dulu', 'ubah', 'situ', 'seandainya', 'langsung', 'aplikasinya', 'pasti', 'simpel', 'mudah', 'mahasiswa', 'umsu']","['pengalaman', 'lumayan', 'buruk', 'bagian', 'pembayaran', 'uang', 'kuliah', 'mana', 'gak', 'langsung', 'apk', 'link', 'google', 'dulu', 'ubah', 'situ', 'seandainya', 'langsung', 'aplikasinya', 'pasti', 'simpel', 'mudah', 'mahasiswa', 'umsu']",pengalaman lumayan buruk bagian pembayaran uang kuliah mana gak langsung apk link google dulu ubah situ seandainya langsung aplikasinya pasti simpel mudah mahasiswa umsu
121-02,05/02/2026 20:28:20,MyClass UMSU,"Pengalaman saya baik, karena sejauh ini untuk pengumpulan tugas atau absensi itu mudah",121,2,,pengalaman saya baik karena sejauh ini untuk pengumpulan tugas atau absensi itu mudah,"['pengalaman', 'saya', 'baik', 'karena', 'sejauh', 'ini', 'untuk', 'pengumpulan', 'tugas', 'atau', 'absensi', 'itu', 'mudah']","['pengalaman', 'baik', 'sejauh', 'pengumpulan', 'tugas', 'absensi', 'mudah']","['pengalaman', 'baik', 'sejauh', 'pengumpulan', 'tugas', 'absensi', 'mudah']",pengalaman baik sejauh pengumpulan tugas absensi mudah
121-03,05/02/2026 20:28:20,WiFi Kampus,"Sejauh ini baik, karena jika paket data saya habis bisa menggunakan wifi umsu dan bisa untuk kirim pesan mau itu di wa/ig",121,3,,sejauh ini baik karena jika paket data saya habis bisa menggunakan wifi umsu dan bisa untuk kirim pesan mau itu di wa ig,"['sejauh', 'ini', 'baik', 'karena', 'jika', 'paket', 'data', 'saya', 'habis', 'bisa', 'menggunakan', 'wifi', 'umsu', 'dan', 'bisa', 'untuk', 'kirim', 'pesan', 'mau', 'itu', 'di', 'wa', 'ig']","['sejauh', 'baik', 'paket', 'data', 'habis', 'menggunakan', 'wifi', 'umsu', 'kirim', 'pesan', 'mau', 'wa', 'ig']","['sejauh', 'baik', 'paket', 'data', 'habis', 'menggunakan', 'wifi', 'umsu', 'kirim', 'pesan', 'mau', 'wa', 'ig']",sejauh baik paket data habis menggunakan wifi umsu kirim pesan mau wa ig
121-04,05/02/2026 20:28:20,Helpdesk/Technical Support,"Untuk sekarang belom ada menggunakan itu, tapi kawan saya ada dan sangat sigap untuk membantu",121,4,,untuk sekarang belom ada menggunakan itu tapi kawan saya ada dan sangat sigap untuk membantu,"['untuk', 'sekarang', 'belom', 'ada', 'menggunakan', 'itu', 'tapi', 'kawan', 'saya', 'ada', 'dan', 'sangat', 'sigap', 'untuk', 'membantu']","['sekarang', 'belom', 'ada', 'menggunakan', 'kawan', 'ada', 'sigap', 'membantu']","['sekarang', 'belom', 'ada', 'menggunakan', 'kawan', 'ada', 'sigap', 'membantu']",sekarang belom ada menggunakan kawan ada sigap membantu
121-05,05/02/2026 20:28:20,Saran Peningkatan,"Untuk lebih ketat terhadap mahasiswa yang merokok, mau itu di depan kantin/di lorong² koridor dan di kamar mandi. Karena itu sangat menganggu untuk saya yg tidak merokok",121,5,,untuk lebih ketat terhadap mahasiswa yang merokok mau itu di depan kantin di lorong koridor dan di kamar mandi karena itu sangat menganggu untuk saya yg tidak merokok,"['untuk', 'lebih', 'ketat', 'terhadap', 'mahasiswa', 'yang', 'merokok', 'mau', 'itu', 'di', 'depan', 'kantin', 'di', 'lorong', 'koridor', 'dan', 'di', 'kamar', 'mandi', 'karena', 'itu', 'sangat', 'menganggu', 'untuk', 'saya', 'yg', 'tidak', 'merokok']","['ketat', 'mahasiswa', 'merokok', 'mau', 'depan', 'kantin', 'lorong', 'koridor', 'kamar', 'mandi', 'menganggu', 'yg', 'tidak', 'merokok']","['ketat', 'mahasiswa', 'merokok', 'mau', 'depan', 'kantin', 'lorong', 'koridor', 'kamar', 'mandi', 'menganggu', 'yg', 'tidak', 'merokok']",ketat mahasiswa merokok mau depan kantin lorong koridor kamar mandi menganggu yg tidak merokok
122-01,06/02/2026 7:12:11,Portal Akademik (WEB),"Server sering down ,yh saya menggunakan e learning sering keluar masuk sendiri contohnya saat nengok tugas di learning linknya sering g bisa dipencet semoga makin gapang digunakan",122,1,,server sering down yh saya menggunakan e learning sering keluar masuk sendiri contohnya saat nengok tugas di learning linknya sering g bisa dipencet semoga makin gapang digunakan,"['server', 'sering', 'down', 'yh', 'saya', 'menggunakan', 'learning', 'sering', 'keluar', 'masuk', 'sendiri', 'contohnya', 'saat', 'nengok', 'tugas', 'di', 'learning', 'linknya', 'sering', 'bisa', 'dipencet', 'semoga', 'makin', 'gapang', 'digunakan']","['server', 'sering', 'down', 'yh', 'menggunakan', 'learning', 'sering', 'keluar', 'masuk', 'sendiri', 'contohnya', 'saat', 'nengok', 'tugas', 'learning', 'linknya', 'sering', 'dipencet', 'semoga', 'makin', 'gapang', 'digunakan']","['server', 'sering', 'down', 'yh', 'menggunakan', 'learning', 'sering', 'keluar', 'masuk', 'sendiri', 'contohnya', 'saat', 'nengok', 'tugas', 'learning', 'linknya', 'sering', 'dipencet', 'semoga', 'makin', 'gapang', 'digunakan']",server sering down yh menggunakan learning sering keluar masuk sendiri contohnya saat nengok tugas learning linknya sering dipencet semoga makin gapang digunakan
